Sample_Time,Sample_Year,Site,PSP,TREE_ID,SPCD,STAT_new,DBH_cm,TLHT_m,CRCL,PREVDBH_cm,PREVTLHT_m,PREVCRCL,STAT,DBH_live,TLHT_live,CRCL_live
3,2007,1033,10099,107834,4,0,11.3284,10.9728,2,11.2014,10.9728,,0,11.3284,10.9728,2
1,1997,1033,10099,107836,4,0,9.4234,8.5344,3,,,,0,9.4234,8.5344,3
2,2002,1033,10099,107836,4,0,9.525,9.144,3,9.4234,8.5344,,0,9.525,9.144,3
1,1997,1033,10099,107837,4,0,18.5928,12.192,2,,,,0,18.5928,12.192,2
2,2002,1033,10099,107837,4,0,18.7452,13.1064,2,18.5928,12.192,,0,18.7452,13.1064,2
3,2007,1033,10099,107837,4,0,18.796,13.716,2,18.7452,13.1064,,0,18.796,13.716,2
4,2012,1033,10099,107837,4,0,18.8976,13.716,2,18.796,13.716,,0,18.8976,13.716,2
1,1997,1033,10099,107838,4,0,13.7668,12.192,2,,,,0,13.7668,12.192,2
1,1997,1033,10099,107839,4,0,16.764,13.4112,1,,,,0,16.764,13.4112,1
2,2002,1033,10099,107839,4,0,17.2212,13.716,1,16.764,13.4112,,0,17.2212,13.716,1
3,2007,1033,10099,107839,4,0,17.6022,14.3256,2,17.2212,13.716,,0,17.6022,14.3256,2
4,2012,1033,10099,107839,4,0,17.78,14.9352,2,17.6022,14.3256,,0,17.78,14.9352,2
1,1997,1033,10099,107841,4,0,13.0556,10.668,2,,,,0,13.0556,10.668,2
2,2002,1033,10099,107841,4,0,13.1064,10.9728,2,13.0556,10.668,,0,13.1064,10.9728,2
3,2007,1033,10099,107841,4,0,13.1064,10.9728,2,13.1064,10.9728,,0,13.1064,10.9728,2
1,1997,1033,10099,107842,4,0,16.383,12.192,2,,,,0,16.383,12.192,2
2,2002,1033,10099,107842,4,0,16.4592,13.716,2,16.383,12.192,,0,16.4592,13.716,2
3,2007,1033,10099,107842,4,0,16.51,13.716,2,16.4592,13.716,,0,16.51,13.716,2
4,2012,1033,10099,107842,4,0,16.6624,13.716,2,16.51,13.716,,0,16.6624,13.716,2
1,1997,1033,10099,107843,4,0,15.5956,13.1064,2,,,,0,15.5956,13.1064,2
2,2002,1033,10099,107843,4,0,15.748,13.4112,2,15.5956,13.1064,,0,15.748,13.4112,2
3,2007,1033,10099,107843,4,0,15.8496,13.716,2,15.748,13.4112,,0,15.8496,13.716,2
4,2012,1033,10099,107843,4,0,15.8496,13.716,2,15.8496,13.716,,0,15.8496,13.716,2
1,1997,1033,10099,107844,4,0,11.684,11.8872,3,,,,0,11.684,11.8872,3
1,1997,1033,10099,107845,4,0,15.5956,12.192,2,,,,0,15.5956,12.192,2
2,2002,1033,10099,107845,4,0,15.7734,12.4968,2,15.5956,12.192,,0,15.7734,12.4968,2
3,2007,1033,10099,107845,4,0,15.7734,13.1064,2,15.7734,12.4968,,0,15.7734,13.1064,2
4,2012,1033,10099,107845,4,0,15.7734,13.1064,2,15.7734,13.1064,,0,15.7734,13.1064,2
1,1997,1033,10099,107846,4,0,11.2014,11.5824,2,,,,0,11.2014,11.5824,2
2,2002,1033,10099,107846,4,0,11.4554,11.8872,2,11.2014,11.5824,,0,11.4554,11.8872,2
3,2007,1033,10099,107846,4,0,11.5824,11.8872,2,11.4554,11.8872,,0,11.5824,11.8872,2
1,1997,1033,10099,107847,4,0,13.5636,11.8872,2,,,,0,13.5636,11.8872,2
2,2002,1033,10099,107847,4,0,13.6652,12.192,2,13.5636,11.8872,,0,13.6652,12.192,2
1,1997,1033,10099,107848,4,0,11.0744,9.7536,3,,,,0,11.0744,9.7536,3
2,2002,1033,10099,107848,4,0,11.5824,9.7536,3,11.0744,9.7536,,0,11.5824,9.7536,3
1,1997,1033,10099,107850,4,0,9.0932,8.5344,3,,,,0,9.0932,8.5344,3
1,1997,1033,10099,107852,4,0,11.7856,11.8872,2,,,,0,11.7856,11.8872,2
2,2002,1033,10099,107852,4,0,12.0142,11.8872,2,11.7856,11.8872,,0,12.0142,11.8872,2
1,1997,1033,10099,107853,4,0,12.3698,11.8872,2,,,,0,12.3698,11.8872,2
2,2002,1033,10099,107853,4,0,12.573,12.192,2,12.3698,11.8872,,0,12.573,12.192,2
3,2007,1033,10099,107853,4,0,12.5984,12.4968,2,12.573,12.192,,0,12.5984,12.4968,2
4,2012,1033,10099,107853,4,0,12.6492,12.8016,2,12.5984,12.4968,,0,12.6492,12.8016,2
1,1997,1033,10099,107854,4,0,13.5128,11.2776,2,,,,0,13.5128,11.2776,2
2,2002,1033,10099,107854,4,0,13.716,11.2776,2,13.5128,11.2776,,0,13.716,11.2776,2
3,2007,1033,10099,107854,4,0,13.7668,11.5824,2,13.716,11.2776,,0,13.7668,11.5824,2
1,1997,1033,10099,107855,4,0,14.0208,11.8872,2,,,,0,14.0208,11.8872,2
2,2002,1033,10099,107855,4,0,14.2748,12.192,2,14.0208,11.8872,,0,14.2748,12.192,2
1,1997,1033,10099,107856,4,0,13.5636,12.192,2,,,,0,13.5636,12.192,2
2,2002,1033,10099,107856,4,0,13.8176,12.192,2,13.5636,12.192,,0,13.8176,12.192,2
3,2007,1033,10099,107856,4,0,13.8176,12.8016,2,13.8176,12.192,,0,13.8176,12.8016,2
4,2012,1033,10099,107856,4,0,13.8684,12.8016,2,13.8176,12.8016,,0,13.8684,12.8016,2
1,1997,1033,10099,107857,4,0,11.9888,10.9728,2,,,,0,11.9888,10.9728,2
2,2002,1033,10099,107857,4,0,12.319,10.9728,2,11.9888,10.9728,,0,12.319,10.9728,2
3,2007,1033,10099,107857,4,0,12.4206,11.5824,2,12.319,10.9728,,0,12.4206,11.5824,2
1,1997,1033,10099,107858,4,0,8.5598,9.4488,3,,,,0,8.5598,9.4488,3
2,2002,1033,10099,107858,4,0,8.7376,9.4488,3,8.5598,9.4488,,0,8.7376,9.4488,3
1,1997,1033,10099,107859,4,0,11.4046,10.9728,2,,,,0,11.4046,10.9728,2
2,2002,1033,10099,107859,4,0,11.43,10.9728,2,11.4046,10.9728,,0,11.43,10.9728,2
3,2007,1033,10099,107859,4,0,11.5316,11.5824,2,11.43,10.9728,,0,11.5316,11.5824,2
1,1997,1033,10099,107860,4,0,14.8336,11.5824,2,,,,0,14.8336,11.5824,2
2,2002,1033,10099,107860,4,0,15.1384,11.8872,2,14.8336,11.5824,,0,15.1384,11.8872,2
3,2007,1033,10099,107860,4,0,15.367,12.8016,2,15.1384,11.8872,,0,15.367,12.8016,2
1,1997,1033,10099,107861,4,0,12.7508,10.9728,2,,,,0,12.7508,10.9728,2
2,2002,1033,10099,107861,4,0,12.7762,10.9728,2,12.7508,10.9728,,0,12.7762,10.9728,2
3,2007,1033,10099,107861,4,0,12.827,11.2776,2,12.7762,10.9728,,0,12.827,11.2776,2
1,1997,1033,10099,107862,4,0,8.4074,9.4488,3,,,,0,8.4074,9.4488,3
1,1997,1033,10099,107863,4,0,9.8044,9.7536,4,,,,0,9.8044,9.7536,4
1,1997,1033,10099,107865,4,0,11.3538,11.5824,2,,,,0,11.3538,11.5824,2
1,1997,1033,10099,107866,4,0,12.1666,11.8872,2,,,,0,12.1666,11.8872,2
2,2002,1033,10099,107866,4,0,12.192,12.8016,2,12.1666,11.8872,,0,12.192,12.8016,2
3,2007,1033,10099,107866,4,0,12.319,12.8016,2,12.192,12.8016,,0,12.319,12.8016,2
4,2012,1033,10099,107866,4,0,12.319,12.8016,2,12.319,12.8016,,0,12.319,12.8016,2
1,1997,1033,10099,107867,4,0,12.9286,13.1064,2,,,,0,12.9286,13.1064,2
2,2002,1033,10099,107867,4,0,13.1572,13.1064,2,12.9286,13.1064,,0,13.1572,13.1064,2
1,1997,1033,10099,107868,4,0,13.9192,14.3256,2,,,,0,13.9192,14.3256,2
2,2002,1033,10099,107868,4,0,14.4272,13.4112,2,13.9192,14.3256,,0,14.4272,13.4112,2
4,2012,1033,10099,107868,4,0,15.0368,13.716,2,14.732,0,,0,15.0368,13.716,2
1,1997,1033,10099,107869,4,0,10.4394,11.8872,2,,,,0,10.4394,11.8872,2
2,2002,1033,10099,107869,4,0,10.9982,11.8872,2,10.4394,11.8872,,0,10.9982,11.8872,2
1,1997,1033,10099,107871,4,0,4.8006,4.8768,4,,,,0,4.8006,4.8768,4
1,1997,1033,10099,107872,4,0,14.6304,13.1064,2,,,,0,14.6304,13.1064,2
2,2002,1033,10099,107872,4,0,14.9606,13.1064,2,14.6304,13.1064,,0,14.9606,13.1064,2
3,2007,1033,10099,107872,4,0,15.2146,13.716,2,14.9606,13.1064,,0,15.2146,13.716,2
4,2012,1033,10099,107872,4,0,15.3924,14.0208,2,15.2146,13.716,,0,15.3924,14.0208,2
1,1997,1033,10099,107873,4,0,13.0556,10.3632,3,,,,0,13.0556,10.3632,3
1,1997,1033,10099,107878,4,0,16.2306,12.192,2,,,,0,16.2306,12.192,2
2,2002,1033,10099,107878,4,0,16.4084,12.8016,2,16.2306,12.192,,0,16.4084,12.8016,2
3,2007,1033,10099,107878,4,0,16.5354,14.6304,2,16.4084,12.8016,,0,16.5354,14.6304,2
4,2012,1033,10099,107878,4,0,16.5354,14.6304,2,16.5354,14.6304,,0,16.5354,14.6304,2
1,1997,1033,10099,107879,4,0,15.2908,11.8872,2,,,,0,15.2908,11.8872,2
2,2002,1033,10099,107879,4,0,15.5448,12.4968,2,15.2908,11.8872,,0,15.5448,12.4968,2
3,2007,1033,10099,107879,4,0,15.5956,13.716,2,15.5448,12.4968,,0,15.5956,13.716,2
4,2012,1033,10099,107879,4,0,15.5956,14.6304,2,15.5956,13.716,,0,15.5956,14.6304,2
1,1997,1033,10099,107880,4,0,14.732,13.716,2,,,,0,14.732,13.716,2
2,2002,1033,10099,107880,4,0,15.0114,14.3256,2,14.732,13.716,,0,15.0114,14.3256,2
3,2007,1033,10099,107880,4,0,15.0114,12.8016,2,15.0114,14.3256,,0,15.0114,12.8016,2
1,1997,1033,10099,107882,4,0,15.7226,12.4968,2,,,,0,15.7226,12.4968,2
2,2002,1033,10099,107882,4,0,15.9004,13.4112,2,15.7226,12.4968,,0,15.9004,13.4112,2
3,2007,1033,10099,107882,4,0,15.9258,13.4112,2,15.9004,13.4112,,0,15.9258,13.4112,2
4,2012,1033,10099,107882,4,0,15.9258,14.0208,2,15.9258,13.4112,,0,15.9258,14.0208,2
1,1997,1033,10099,107884,4,0,15.6464,13.716,2,,,,0,15.6464,13.716,2
2,2002,1033,10099,107884,4,0,15.6718,13.716,2,15.6464,13.716,,0,15.6718,13.716,2
3,2007,1033,10099,107884,4,0,15.6718,13.716,2,15.6718,13.716,,0,15.6718,13.716,2
4,2012,1033,10099,107884,4,0,15.7226,14.9352,2,15.6718,13.716,,0,15.7226,14.9352,2
1,1999,1067,10199,113636,4,0,19.177,12.192,2,,,,0,19.177,12.192,2
2,2004,1067,10199,113636,4,0,19.4818,14.0208,2,19.177,12.192,,0,19.4818,14.0208,2
3,2009,1067,10199,113636,4,0,19.6596,15.24,2,19.4818,14.0208,,0,19.6596,15.24,2
4,2014,1067,10199,113636,4,0,19.685,14.9352,2,19.6596,15.24,,0,19.685,14.9352,2
1,1999,1067,10199,113638,4,0,10.3124,9.144,3,,,,0,10.3124,9.144,3
1,1999,1067,10199,113639,4,0,12.5476,13.1064,3,,,,0,12.5476,13.1064,3
2,2004,1067,10199,113639,4,0,12.6238,13.1064,3,12.5476,13.1064,,0,12.6238,13.1064,3
3,2009,1067,10199,113639,4,0,12.8016,13.1064,2,12.6238,13.1064,,0,12.8016,13.1064,2
4,2014,1067,10199,113639,4,0,12.8016,13.4112,2,12.8016,13.1064,,0,12.8016,13.4112,2
1,1999,1067,10199,113642,4,0,12.319,12.192,3,,,,0,12.319,12.192,3
2,2004,1067,10199,113642,4,0,12.6492,12.8016,2,12.319,12.192,,0,12.6492,12.8016,2
3,2009,1067,10199,113642,4,0,12.7762,12.8016,2,12.6492,12.8016,,0,12.7762,12.8016,2
4,2014,1067,10199,113642,4,0,12.7762,13.1064,2,12.7762,12.8016,,0,12.7762,13.1064,2
1,1999,1067,10199,113644,4,0,12.065,13.1064,2,,,,0,12.065,13.1064,2
2,2004,1067,10199,113644,4,0,12.2682,13.1064,2,12.065,13.1064,,0,12.2682,13.1064,2
3,2009,1067,10199,113644,4,0,12.446,13.1064,2,12.2682,13.1064,,0,12.446,13.1064,2
4,2014,1067,10199,113644,4,0,12.446,13.4112,2,12.446,13.1064,,0,12.446,13.4112,2
1,1999,1067,10199,113645,4,0,13.8684,13.716,2,,,,0,13.8684,13.716,2
2,2004,1067,10199,113645,4,0,14.097,13.716,3,13.8684,13.716,,0,14.097,13.716,3
4,2014,1067,10199,113645,4,0,14.2748,13.716,2,14.2494,12.8016,,0,14.2748,13.716,2
1,1999,1067,10199,113647,4,0,10.3124,13.4112,2,,,,0,10.3124,13.4112,2
2,2004,1067,10199,113647,4,0,10.8458,14.3256,2,10.3124,13.4112,,0,10.8458,14.3256,2
3,2009,1067,10199,113647,4,0,10.9982,14.3256,2,10.8458,14.3256,,0,10.9982,14.3256,2
4,2014,1067,10199,113647,4,0,11.176,15.8496,2,10.9982,14.3256,,0,11.176,15.8496,2
1,1999,1067,10199,113648,4,0,12.1158,13.4112,2,,,,0,12.1158,13.4112,2
2,2004,1067,10199,113648,4,0,12.8778,13.4112,2,12.1158,13.4112,,0,12.8778,13.4112,2
3,2009,1067,10199,113648,4,0,13.0556,13.4112,2,12.8778,13.4112,,0,13.0556,13.4112,2
4,2014,1067,10199,113648,4,0,13.2334,13.716,2,13.0556,13.4112,,0,13.2334,13.716,2
1,1999,1067,10199,113651,4,0,8.3566,11.5824,3,,,,0,8.3566,11.5824,3
2,2004,1067,10199,113651,4,0,8.6868,11.8872,3,8.3566,11.5824,,0,8.6868,11.8872,3
4,2014,1067,10199,113651,4,0,8.7376,11.5824,3,8.7376,10.9728,,0,8.7376,11.5824,3
1,1999,1067,10199,113653,4,0,8.6614,11.8872,2,,,,0,8.6614,11.8872,2
2,2004,1067,10199,113653,4,0,8.7122,12.8016,3,8.6614,11.8872,,0,8.7122,12.8016,3
3,2009,1067,10199,113653,4,0,8.9408,12.192,2,8.7122,12.8016,,0,8.9408,12.192,2
4,2014,1067,10199,113653,4,0,8.9662,13.4112,2,8.9408,12.192,,0,8.9662,13.4112,2
1,1999,1067,10199,113654,4,0,12.192,13.4112,2,,,,0,12.192,13.4112,2
2,2004,1067,10199,113654,4,0,12.827,13.716,2,12.192,13.4112,,0,12.827,13.716,2
3,2009,1067,10199,113654,4,0,12.954,13.1064,2,12.827,13.716,,0,12.954,13.1064,2
4,2014,1067,10199,113654,4,0,13.1318,14.9352,2,12.954,13.1064,,0,13.1318,14.9352,2
2,2004,1067,10199,113656,4,0,7.4676,7.3152,4,7.3914,0,,0,7.4676,7.3152,4
1,1999,1067,10199,113657,4,0,9.8298,10.9728,3,,,,0,9.8298,10.9728,3
2,2004,1067,10199,113657,4,0,10.0076,12.192,3,9.8298,10.9728,,0,10.0076,12.192,3
4,2014,1067,10199,113657,4,0,10.16,12.192,3,10.16,10.668,,0,10.16,12.192,3
1,1999,1067,10199,113658,4,0,8.9154,10.0584,3,,,,0,8.9154,10.0584,3
1,1999,1067,10199,113659,4,0,12.2936,12.4968,2,,,,0,12.2936,12.4968,2
2,2004,1067,10199,113659,4,0,12.573,14.0208,2,12.2936,12.4968,,0,12.573,14.0208,2
3,2009,1067,10199,113659,4,0,12.5984,13.1064,2,12.573,14.0208,,0,12.5984,13.1064,2
4,2014,1067,10199,113659,4,0,12.6492,14.9352,2,12.5984,13.1064,,0,12.6492,14.9352,2
1,1999,1067,10199,113660,4,0,7.5692,14.3256,4,,,,0,7.5692,14.3256,4
2,2004,1067,10199,113660,4,0,7.62,6.4008,4,7.5692,14.3256,,0,7.62,6.4008,4
1,1999,1067,10199,113662,4,0,6.7056,7.0104,4,,,,0,6.7056,7.0104,4
2,2004,1067,10199,113662,4,0,6.8834,7.9248,4,6.7056,7.0104,,0,6.8834,7.9248,4
1,1999,1067,10199,113663,4,0,17.5006,13.716,1,,,,0,17.5006,13.716,1
2,2004,1067,10199,113663,4,0,18.0086,13.716,1,17.5006,13.716,,0,18.0086,13.716,1
3,2009,1067,10199,113663,4,0,18.0086,13.716,2,18.0086,13.716,,0,18.0086,13.716,2
4,2014,1067,10199,113663,4,0,18.1864,14.9352,2,18.0086,13.716,,0,18.1864,14.9352,2
1,1999,1067,10199,113665,4,0,18.2118,15.24,2,,,,0,18.2118,15.24,2
2,2004,1067,10199,113665,4,0,18.8468,15.8496,2,18.2118,15.24,,0,18.8468,15.8496,2
3,2009,1067,10199,113665,4,0,19.1262,16.1544,2,18.8468,15.8496,,0,19.1262,16.1544,2
4,2014,1067,10199,113665,4,0,19.4564,16.764,1,19.1262,16.1544,,0,19.4564,16.764,1
1,1999,1067,10199,113666,4,0,14.859,12.4968,2,,,,0,14.859,12.4968,2
2,2004,1067,10199,113666,4,0,15.3416,14.6304,2,14.859,12.4968,,0,15.3416,14.6304,2
3,2009,1067,10199,113666,4,0,15.494,15.5448,2,15.3416,14.6304,,0,15.494,15.5448,2
4,2014,1067,10199,113666,4,0,15.7734,14.9352,2,15.494,15.5448,,0,15.7734,14.9352,2
1,1999,1067,10199,113669,4,0,8.6106,7.9248,4,,,,0,8.6106,7.9248,4
2,2004,1067,10199,113669,4,0,8.9916,8.5344,3,8.6106,7.9248,,0,8.9916,8.5344,3
1,1999,1067,10199,113670,4,0,9.4488,9.7536,3,,,,0,9.4488,9.7536,3
2,2004,1067,10199,113670,4,0,9.4742,12.4968,2,9.4488,9.7536,,0,9.4742,12.4968,2
1,1999,1067,10199,113671,4,0,13.1064,9.7536,2,,,,0,13.1064,9.7536,2
2,2004,1067,10199,113671,4,0,13.6906,13.1064,2,13.1064,9.7536,,0,13.6906,13.1064,2
3,2009,1067,10199,113671,4,0,13.716,13.716,2,13.6906,13.1064,,0,13.716,13.716,2
4,2014,1067,10199,113671,4,0,13.97,13.4112,2,13.716,13.716,,0,13.97,13.4112,2
1,1999,1067,10199,113672,4,0,17.4498,11.8872,2,,,,0,17.4498,11.8872,2
2,2004,1067,10199,113672,4,0,17.7546,13.4112,2,17.4498,11.8872,,0,17.7546,13.4112,2
3,2009,1067,10199,113672,4,0,17.8308,14.3256,2,17.7546,13.4112,,0,17.8308,14.3256,2
4,2014,1067,10199,113672,4,0,17.8816,13.1064,2,17.8308,14.3256,,0,17.8816,13.1064,2
1,1999,1067,10199,113674,4,0,9.906,9.144,4,,,,0,9.906,9.144,4
2,2004,1067,10199,113674,4,0,9.9822,12.192,3,9.906,9.144,,0,9.9822,12.192,3
1,1999,1067,10199,113675,4,0,10.541,11.2776,3,,,,0,10.541,11.2776,3
1,1999,1067,10199,113677,4,0,13.9446,10.3632,2,,,,0,13.9446,10.3632,2
2,2004,1067,10199,113677,4,0,14.5796,15.24,2,13.9446,10.3632,,0,14.5796,15.24,2
3,2009,1067,10199,113677,4,0,14.7828,14.6304,2,14.5796,15.24,,0,14.7828,14.6304,2
4,2014,1067,10199,113677,4,0,15.1638,14.9352,2,14.7828,14.6304,,0,15.1638,14.9352,2
1,1999,1067,10199,113678,4,0,6.8834,7.3152,4,,,,0,6.8834,7.3152,4
2,2004,1067,10199,113678,4,0,6.9596,8.2296,3,6.8834,7.3152,,0,6.9596,8.2296,3
1,1999,1067,10199,113680,4,0,9.6774,10.0584,3,,,,0,9.6774,10.0584,3
2,2004,1067,10199,113680,4,0,9.779,10.9728,3,9.6774,10.0584,,0,9.779,10.9728,3
1,1999,1067,10199,113682,4,0,17.0688,15.5448,1,,,,0,17.0688,15.5448,1
2,2004,1067,10199,113682,4,0,18.2626,15.5448,2,17.0688,15.5448,,0,18.2626,15.5448,2
3,2009,1067,10199,113682,4,0,18.6436,15.24,2,18.2626,15.5448,,0,18.6436,15.24,2
4,2014,1067,10199,113682,4,0,18.8468,16.1544,2,18.6436,15.24,,0,18.8468,16.1544,2
1,1999,1067,10199,113683,4,0,6.4516,8.5344,4,,,,0,6.4516,8.5344,4
2,2004,1067,10199,113683,4,0,6.5532,7.62,4,6.4516,8.5344,,0,6.5532,7.62,4
1,1999,1067,10199,113684,4,0,8.128,7.62,4,,,,0,8.128,7.62,4
1,1999,1067,10199,113685,4,0,11.0744,11.5824,3,,,,0,11.0744,11.5824,3
2,2004,1067,10199,113685,4,0,11.5824,14.6304,2,11.0744,11.5824,,0,11.5824,14.6304,2
3,2009,1067,10199,113685,4,0,11.684,12.192,2,11.5824,14.6304,,0,11.684,12.192,2
4,2014,1067,10199,113685,4,0,11.7348,13.4112,2,11.684,12.192,,0,11.7348,13.4112,2
1,1999,1067,10199,113687,4,0,9.5758,10.9728,3,,,,0,9.5758,10.9728,3
2,2004,1067,10199,113687,4,0,9.8298,11.5824,3,9.5758,10.9728,,0,9.8298,11.5824,3
3,2009,1067,10199,113687,4,0,9.9314,11.5824,3,9.8298,11.5824,,0,9.9314,11.5824,3
4,2014,1067,10199,113687,4,0,10.0076,10.668,3,9.9314,11.5824,,0,10.0076,10.668,3
1,1999,1067,10199,113689,4,0,13.3096,13.4112,2,,,,0,13.3096,13.4112,2
2,2004,1067,10199,113689,4,0,14.1224,13.4112,2,13.3096,13.4112,,0,14.1224,13.4112,2
3,2009,1067,10199,113689,4,0,14.4018,13.4112,2,14.1224,13.4112,,0,14.4018,13.4112,2
4,2014,1067,10199,113689,4,0,14.5796,13.716,2,14.4018,13.4112,,0,14.5796,13.716,2
1,1999,1067,10199,113691,4,0,9.5504,13.1064,2,,,,0,9.5504,13.1064,2
2,2004,1067,10199,113691,4,0,9.8552,13.1064,2,9.5504,13.1064,,0,9.8552,13.1064,2
4,2014,1067,10199,113691,4,0,10.0076,13.1064,2,9.906,11.8872,,0,10.0076,13.1064,2
1,1999,1067,10199,113692,4,0,7.6454,10.0584,3,,,,0,7.6454,10.0584,3
2,2004,1067,10199,113692,4,0,7.7724,7.9248,4,7.6454,10.0584,,0,7.7724,7.9248,4
1,1999,1067,10199,113694,4,0,11.7856,13.716,2,,,,0,11.7856,13.716,2
2,2004,1067,10199,113694,4,0,11.9634,13.716,2,11.7856,13.716,,0,11.9634,13.716,2
3,2009,1067,10199,113694,4,0,12.1412,12.4968,2,11.9634,13.716,,0,12.1412,12.4968,2
4,2014,1067,10199,113694,4,0,12.2682,14.6304,2,12.1412,12.4968,,0,12.2682,14.6304,2
1,1999,1067,10199,113696,4,0,13.6398,14.0208,2,,,,0,13.6398,14.0208,2
2,2004,1067,10199,113696,4,0,14.097,14.3256,2,13.6398,14.0208,,0,14.097,14.3256,2
3,2009,1067,10199,113696,4,0,14.1986,14.3256,2,14.097,14.3256,,0,14.1986,14.3256,2
4,2014,1067,10199,113696,4,0,14.3256,14.6304,2,14.1986,14.3256,,0,14.3256,14.6304,2
1,1999,1067,10199,113698,4,0,14.605,12.8016,2,,,,0,14.605,12.8016,2
2,2004,1067,10199,113698,4,0,15.3924,13.1064,2,14.605,12.8016,,0,15.3924,13.1064,2
3,2009,1067,10199,113698,4,0,15.4178,13.1064,2,15.3924,13.1064,,0,15.4178,13.1064,2
4,2014,1067,10199,113698,4,0,15.8242,14.9352,2,15.4178,13.1064,,0,15.8242,14.9352,2
1,1999,1067,10199,113700,4,0,6.6294,7.3152,4,,,,0,6.6294,7.3152,4
1,1999,1067,10199,113702,4,0,14.224,13.4112,2,,,,0,14.224,13.4112,2
2,2004,1067,10199,113702,4,0,14.605,13.716,2,14.224,13.4112,,0,14.605,13.716,2
3,2009,1067,10199,113702,4,0,14.8082,13.716,2,14.605,13.716,,0,14.8082,13.716,2
4,2014,1067,10199,113702,4,0,15.1384,13.716,2,14.8082,13.716,,0,15.1384,13.716,2
1,1999,1067,10199,113703,4,0,7.7216,9.4488,4,,,,0,7.7216,9.4488,4
1,1999,1067,10199,113707,4,0,11.684,13.4112,2,,,,0,11.684,13.4112,2
2,2004,1067,10199,113707,4,0,12.3444,14.0208,2,11.684,13.4112,,0,12.3444,14.0208,2
3,2009,1067,10199,113707,4,0,12.6238,14.0208,2,12.3444,14.0208,,0,12.6238,14.0208,2
4,2014,1067,10199,113707,4,0,12.7,14.9352,2,12.6238,14.0208,,0,12.7,14.9352,2
1,1999,1067,10199,113708,4,0,13.5636,11.2776,2,,,,0,13.5636,11.2776,2
2,2004,1067,10199,113708,4,0,13.97,11.2776,2,13.5636,11.2776,,0,13.97,11.2776,2
3,2009,1067,10199,113708,4,0,14.1478,11.2776,3,13.97,11.2776,,0,14.1478,11.2776,3
4,2014,1067,10199,113708,4,0,14.2494,11.8872,2,14.1478,11.2776,,0,14.2494,11.8872,2
1,1999,1067,10199,113709,4,0,9.906,10.9728,3,,,,0,9.906,10.9728,3
4,2014,1067,10199,113709,4,0,10.1092,12.192,2,9.9822,0,,0,10.1092,12.192,2
1,1999,1067,10199,113710,4,0,9.9314,9.4488,3,,,,0,9.9314,9.4488,3
2,2004,1067,10199,113710,4,0,10.16,9.7536,3,9.9314,9.4488,,0,10.16,9.7536,3
3,2009,1067,10199,113710,4,0,10.287,10.0584,3,10.16,9.7536,,0,10.287,10.0584,3
4,2014,1067,10199,113710,4,0,10.287,10.3632,3,10.287,10.0584,,0,10.287,10.3632,3
1,1999,1067,10199,113713,4,0,10.414,10.668,3,,,,0,10.414,10.668,3
2,2004,1067,10199,113713,4,0,10.6172,11.5824,2,10.414,10.668,,0,10.6172,11.5824,2
3,2009,1067,10199,113713,4,0,10.6934,11.8872,3,10.6172,11.5824,,0,10.6934,11.8872,3
4,2014,1067,10199,113713,4,0,10.6934,12.4968,2,10.6934,11.8872,,0,10.6934,12.4968,2
1,1999,1067,10199,113714,4,0,12.7254,12.8016,2,,,,0,12.7254,12.8016,2
2,2004,1067,10199,113714,4,0,13.4112,14.0208,2,12.7254,12.8016,,0,13.4112,14.0208,2
3,2009,1067,10199,113714,4,0,13.6398,14.0208,2,13.4112,14.0208,,0,13.6398,14.0208,2
4,2014,1067,10199,113714,4,0,13.716,14.6304,2,13.6398,14.0208,,0,13.716,14.6304,2
1,1999,1067,10199,113715,4,0,12.0142,11.8872,2,,,,0,12.0142,11.8872,2
2,2004,1067,10199,113715,4,0,12.5476,13.1064,2,12.0142,11.8872,,0,12.5476,13.1064,2
3,2009,1067,10199,113715,4,0,12.7,13.4112,2,12.5476,13.1064,,0,12.7,13.4112,2
4,2014,1067,10199,113715,4,0,12.9286,13.716,2,12.7,13.4112,,0,12.9286,13.716,2
1,1999,1067,10199,113717,4,0,8.5344,8.5344,3,,,,0,8.5344,8.5344,3
2,2004,1067,10199,113717,4,0,8.763,9.7536,3,8.5344,8.5344,,0,8.763,9.7536,3
1,1999,1067,10199,113718,4,0,11.811,11.2776,2,,,,0,11.811,11.2776,2
3,2009,1067,10199,113718,4,0,12.5222,12.8016,2,12.3698,0,,0,12.5222,12.8016,2
4,2014,1067,10199,113718,4,0,12.6746,14.3256,2,12.5222,12.8016,,0,12.6746,14.3256,2
1,1999,1067,10199,113720,4,0,10.0076,10.0584,3,,,,0,10.0076,10.0584,3
2,2004,1067,10199,113720,4,0,10.1346,11.8872,3,10.0076,10.0584,,0,10.1346,11.8872,3
3,2009,1067,10199,113720,4,0,10.1854,12.192,2,10.1346,11.8872,,0,10.1854,12.192,2
4,2014,1067,10199,113720,4,0,10.1092,11.8872,3,10.1854,12.192,,0,10.1092,11.8872,3
1,1999,1067,10199,113721,4,0,11.5316,12.192,2,,,,0,11.5316,12.192,2
2,2004,1067,10199,113721,4,0,12.1158,12.192,2,11.5316,12.192,,0,12.1158,12.192,2
3,2009,1067,10199,113721,4,0,12.3444,12.192,2,12.1158,12.192,,0,12.3444,12.192,2
4,2014,1067,10199,113721,4,0,12.7,12.8016,2,12.3444,12.192,,0,12.7,12.8016,2
