year,TM8.61,TM11.61,TM12.61,TM10.61,TM9.61,TM3.61,TM1.61,TM2.61,TM5.61,TM6.61,TM7.61,TM12.91,TM1.91,TM6.91,TM3.91,TM4.91,TM7.91,TM8.91,TM9.91,TM10.91,TM2.91,TM4.94,TM5.94,TM11.94,TM9.94,TM6.94,TM10.94,TM1.94,TM7.94,TM8.94,TM2.94,TM5.97,TM2.97,TM1.97,TM7.97,TM11.97,TM10.97,TM9.97,TM6.97,TM8.97,TM4.97,TM12.97,TM10.19,TM1.19,TM4.19,TM5.19,TM3.19,TM7.19,TM6.19,TM8.19,TM12.19,TM9.19,TM11.19,TM7.23,TM5.23,TM6.23,TM2.23,TM3.23,TM1.23,TM10.23,TM8.23,TM4.23,TM12.23,TM11.23,TM9.23,TM7.29,TM6.29,TM5.29,TM4.29,TM3.29,TM2.29,TM1.29,TM12.29,TM11.29,TM10.29,TM8.29,TM8.30,TM3.30,TM2.30,TM1.30,TM5.30,TM4.30,TM6.30,TM7.30,TM9.30,TM10.30,TM11.30,TM12.30,TM9.29
1965,0.0605,0.4315,0.4055,0.1205,0.38,0.7295,0.234,0.882,0.5845,0.331,NA,0.296,0.1595,0.2145,0.2855,0.2155,0.346,0.487,0.4925,0.917,NA,0.2955,0.3495,0.147,0.1315,0.414,0.279,0.224,0.064,0.1195,0.2545,0.549,0.47,0.6645,0.271,0.504,0.55,0.7285,1.062,0.232,0.8025,0.658,0.14,0.202,0.0605,0.06,0.199,0.079,0.135,0.3375,0.243,0.1505,0.2875,0.639,0.378,0.429,0.728,0.7115,0.3025,0.2635,0.699,0.469,0.879,0.769,1.0515,1.247,0.433,0.9305,1.1935,0.9645,0.228,0.357,0.3595,0.5045,0.163,0.7005,0.3625,0.2685,0.631,0.2275,0.358,0.318,0.2005,0.7935,0.546,0.177,0.175,0.192,1.3555
1966,0.1505,0.4655,0.3105,0.2845,0.524,0.4005,0.109,0.8295,0.754,0.7645,NA,0.375,0.239,0.32,0.236,0.1275,0.2615,0.453,0.476,0.809,NA,0.4615,0.392,0.223,0.1905,0.5705,0.363,0.263,0.06,0.2405,0.276,0.6355,0.507,0.5175,0.278,0.8365,0.4535,0.6045,1.0685,0.1835,0.5875,0.6575,0.104,0.285,0.2485,0.1575,0.193,0.19,0.223,0.416,0.245,0.214,0.4305,0.827,0.4585,0.6985,0.4625,0.7705,0.5835,0.234,0.523,0.4095,0.9005,0.7695,1.3855,1.107,0.553,0.8545,0.8765,0.9645,0.316,0.347,0.384,0.589,0.097,0.5845,0.552,0.3495,0.538,0.4475,0.4265,0.6145,0.5895,1.065,0.8255,0.431,0.293,0.1995,1.158
1967,0.194,0.426,0.471,0.5365,0.839,0.4215,0.2065,1.0025,0.921,1.0305,NA,0.1655,0.099,0.322,0.243,0.131,0.375,0.184,0.325,0.3105,NA,0.354,0.1955,0.1325,0.314,0.26,0.309,0.216,0.208,0.1565,0.1985,0.483,0.406,0.538,0.3055,0.6795,0.4975,0.7095,0.8695,0.157,0.4575,0.494,0.086,0.243,0.237,0.265,0.198,0.1825,0.322,0.4155,0.324,0.4155,0.378,0.4505,0.306,0.185,0.3975,0.3235,0.3645,0.1705,0.3035,0.4485,0.464,0.206,0.555,0.647,0.37,0.344,0.3785,0.4195,0.257,0.233,0.2505,0.2585,0.049,0.3885,0.705,0.442,0.4585,0.492,0.4205,0.4015,0.523,0.9085,0.664,0.4415,0.2025,0.291,0.786
1968,0.4165,0.7415,0.4585,0.626,1.12,0.574,0.335,1.131,0.8695,1.189,NA,0.0475,0.0205,0.0285,0.07,0.0435,0.081,0.059,0,0.089,NA,0.026,0.0245,0.0525,0.0565,0.07,0.054,0,0.049,0.057,0.0145,0.5925,0.4805,0.509,0.337,0.7365,0.28,0.8335,0.947,0.2115,0.5025,0.538,0.057,0.266,0.239,0.182,0.137,0.1385,0.2095,0.1935,0.1645,0.313,0.185,0.018,0.0345,0,0.0365,0.272,0,0.0315,0.0685,0.1425,0.0475,0,0.072,0.2895,0.173,0.4085,0.1075,0.1995,0.068,0.058,0.066,0.0505,0.024,0.216,0.332,0.268,0.3365,0.2055,0.148,0.101,0.2665,0.517,0.3315,0.233,0.1385,0.1835,0.223
1969,0.2335,0.395,0.3115,0.2875,0.614,0.3705,0.223,0.6935,0.3515,0.51,NA,0.152,0.149,0.1665,0.322,0.1465,0.193,0.2955,0.1745,0.4245,NA,0.412,0.165,0.08,0.2085,0.3395,0.156,0.26,0.143,0.065,0.2,0.473,0.3695,0.3505,0.142,0.428,0.3075,0.333,0.6135,0.2085,0.5895,0.4835,0.043,0.105,0,0.087,0,0.0145,0,0,0,0.1425,0.015,0.383,0.122,0.5755,0.4765,0.8495,0.2795,0.0715,0.42,0.2725,0.0795,0.1145,0.707,0.279,0.418,0.2295,0.149,0.33,0.085,0.051,0.12,0.1295,0.077,0.066,0.0555,0.0485,0.1765,0.0295,0.058,0.049,0.0435,0.1095,0.1005,0.1225,0.0495,0.0805,0.6145
1970,0.3105,0.507,0.4845,0.666,0.8615,0.6595,0.132,0.813,0.8475,0.77,1.095,0.1355,0.1745,0.222,0.1315,0.119,0.263,0.2175,0.164,0.264,0.128,0.102,0.098,0.1605,0.0915,0.249,0.153,0.211,0.288,0.173,0.201,0.241,0.276,0.453,0.115,0.3,0.4005,0.19,0.3915,0.232,0.4515,0.229,0.154,0.091,0.227,0.237,0.1935,0.136,0.1585,0.114,0.268,0.531,0.0965,0.309,0.3135,0.179,0.4725,0.891,0.1485,0.1695,0.39,0.224,0.3465,0.304,0.59,0.4855,0.812,0.7115,0.437,0.696,0.253,0.129,0.3225,0.4025,0.158,0.3615,0.1,0.0785,0.128,0.0995,0.0475,0.044,0.079,0.178,0.132,0.148,0.1625,0.1155,1.069
1971,0.73,0.801,1.15,0.585,1.408,0.9705,0.4565,1.052,1.1345,1.0945,1.538,0.3625,0.2355,0.309,0.177,0.201,0.4275,0.429,0.115,0.3095,0.256,0.264,0.1555,0.2305,0.317,0.321,0.428,0.253,0.289,0.1325,0.309,0.837,0.496,0.5075,0.3055,0.5335,0.421,0.438,0.758,0.2945,0.6885,0.474,0.134,0.252,0.4345,0.12,0.342,0.2335,0.242,0.2355,0.349,0.361,0.2235,0.5575,0.6365,0.7845,0.955,1.383,0.557,0.2635,0.243,0.781,0.679,0.5425,1.0515,0.7125,0.759,0.7155,0.517,0.783,0.2435,0.136,0.4205,0.42,0.068,0.3465,0.3295,0.184,0.3465,0.2145,0.2815,0.1475,0.2655,0.586,0.3725,0.29,0.1365,0.1765,1.2365
1972,0.5825,1,1.152,0.6925,1.398,1.0115,0.4295,1.115,0.947,1.0375,1.4725,0.383,0.1405,0.345,0.363,0.3555,0.543,0.8305,0.1025,0.454,0.246,0.555,0.2175,0.286,0.392,0.329,0.398,0.316,0.611,0.126,0.574,0.713,0.394,0.4585,0.2555,0.5035,0.2235,0.468,0.9465,0.231,0.5395,0.3905,0.026,0.18,0.211,0.072,0.207,0.2395,0.2505,0.158,0.2685,0.231,0.1805,0.5955,0.6965,0.827,0.9845,1.361,0.738,0.2245,0.278,0.742,0.791,0.7845,1.179,0.6385,0.707,0.545,0.526,0.764,0.276,0.13,0.213,0.3255,0.037,0.318,0.575,0.1965,0.367,0.318,0.4285,0.292,0.4335,0.796,0.5265,0.424,0.0745,0.2625,0.823
1973,0.259,0.6855,0.6705,0.474,0.951,0.5485,0.077,0.493,0.59,0.4865,1.2225,0.245,0.197,0.2255,0.1425,0.1,0.5505,0.607,0.122,0.5275,0.266,0.3385,0.224,0.1105,0.2175,0.1495,0.164,0.254,0.35,0.059,0.325,0.503,0.489,0.6225,0.209,0.424,0.2205,0.3915,0.9615,0.2605,0.5665,0.3735,0.17,0.188,0.1875,0.059,0.186,0.1755,0.0665,0.193,0.187,0.129,0.127,0.5165,0.331,0.385,0.6625,0.8215,0.4815,0.1125,0.259,0.614,0.512,0.508,0.869,0.4175,0.567,0.3815,0.328,0.683,0.178,0.109,0.1705,0.2085,0.056,0.4115,0.817,0.2945,0.261,0.3395,0.511,0.2235,0.434,0.792,0.665,0.4875,0.101,0.2695,0.677
1974,0.3255,0.7825,1.0005,0.4655,0.858,0.5165,0.063,0.4465,0.459,0.419,1.1145,0.4625,0.181,0.3265,0.2925,0.2095,0.5275,0.5765,0.102,0.626,0.271,0.287,0.245,0.131,0.2405,0.369,0.261,0.416,0.32,0.0765,0.417,0.5675,0.5465,0.773,0.3115,0.5795,0.334,0.758,1.081,0.3015,0.8075,0.4435,0.147,0.209,0.2855,0.044,0.4945,0.0985,0.2075,0.2505,0.1895,0.174,0.1785,0.492,0.3245,0.411,0.764,0.9685,0.613,0.2545,0.221,0.386,0.4205,0.4915,1.1015,0.2435,0.313,0.449,0.4155,0.527,0.222,0.159,0.3425,0.204,0.06,0.297,0.482,0.1975,0.332,0.432,0.5165,0.272,0.449,0.7275,0.424,0.3635,0.0935,0.252,0.644
1975,0.17,0.46,0.486,0.2085,0.327,0.065,0.084,0.2725,0.244,0.2985,0.3815,0.2425,0.1855,0.219,0.238,0.204,0.31,0.4605,0.1465,0.506,0.214,0.3625,0.204,0.222,0.231,0.269,0.172,0.315,0.14,0.114,0.3775,0.485,0.5665,0.6965,0.3545,0.6575,0.337,0.6675,1.0295,0.341,0.8785,0.639,0.171,0.147,0.1635,0.0575,0.2285,0.166,0.23,0.252,0.183,0.1705,0.1245,0.2705,0.0815,0.1715,0.2655,0.2955,0.255,0.1175,0.0595,0.286,0.197,0.0365,0.3085,0.4915,0.529,0.495,0.686,0.6825,0.249,0.286,0.555,0.2165,0.112,0.5145,0.515,0.2305,0.307,0.51,0.5145,0.485,0.405,0.67,0.424,0.2465,0.1115,0.2145,0.805
1976,0.1865,0.404,0.653,0.1635,0.4755,0.116,0.057,0.463,0.2605,0.1825,0.2325,0.36,0.1595,0.1895,0.3135,0.302,0.4275,0.5265,0.241,0.4865,0.262,0.3735,0.3775,0.2355,0.245,0.598,0.172,0.3,0.177,0.077,0.2985,0.7395,0.5345,0.658,0.3225,0.626,0.332,0.6285,0.893,0.2915,0.6855,0.4525,0.106,0.119,0.2325,0.0715,0.3615,0.1115,0.2555,0.233,0.1795,0.1465,0.179,0.363,0.1455,0.4315,0.688,0.5115,0.525,0.121,0.0305,0.222,0.186,0.138,0.639,0.646,0.444,0.487,0.666,0.7815,0.22,0.304,0.544,0.2985,0.049,0.5805,0.5425,0.225,0.336,0.531,0.465,0.394,0.618,0.736,0.3995,0.2295,0.1045,0.2025,0.6875
1977,0.2455,0.541,0.38,0.334,0.4785,0.433,0.0535,0.406,0.2365,0.2735,0.3445,0.193,0.153,0.1555,0.235,0.1395,0.388,0.442,0.206,0.3355,0.23,0.2875,0.301,0.222,0.199,0.557,0.061,0.283,0.159,0.0965,0.271,0.2485,0.476,0.593,0.2985,0.517,0.292,0.476,0.732,0.164,0.3625,0.499,0.036,0.119,0.1765,0.052,0.303,0.1735,0.2085,0.2815,0.1855,0.115,0.132,0.475,0.2285,0.299,0.7775,0.346,0.5875,0.0995,0.0275,0.165,0.2315,0.1195,0.578,0.3685,0.256,0.496,0.3685,0.437,0.157,0.192,0.3575,0.125,0.035,0.327,0.7055,0.206,0.397,0.3095,0.5075,0.3365,0.615,0.87,0.489,0.1965,0.0875,0.2985,0.4385
1978,0.1005,0.1695,0.4135,0.413,0.72,0.3535,0.0505,0.472,0.1065,0.0845,0.5225,0.2125,0.216,0.1605,0.1285,0.2155,0.312,0.3995,0.3015,0.43,0.158,0.26,0.1765,0.075,0.201,0.4515,0.056,0.171,0.18,0.1235,0.2695,0.246,0.461,0.573,0.2375,0.5,0.2795,0.4875,0.7465,0.145,0.6195,0.4315,0.069,0.049,0.064,0.0505,0.2115,0.1105,0.1305,0.2585,0.1225,0.1425,0.066,0.305,0.235,0.414,0.5065,0.7615,0.479,0.169,0.0255,0.1345,0.3025,0.216,0.3425,0.3265,0.403,0.522,0.309,0.467,0.164,0.113,0.282,0.216,0.028,0.456,0.451,0.153,0.292,0.2345,0.308,0.201,0.409,0.464,0.36,0.1915,0.086,0.151,0.3665
1979,0.308,0.2155,0.8575,0.389,0.8045,0.4075,0.196,0.4655,0.5775,0.2215,0.423,0.2285,0.124,0.094,0.319,0.2725,0.4535,0.4185,0.1845,0.444,0.216,0.3215,0.061,0.094,0.1645,0.397,0.113,0.159,0.039,0.132,0.2035,0.4605,0.426,0.672,0.258,0.5425,0.2235,0.461,0.9085,0.1885,0.611,0.442,0.098,0.084,0.0905,0.06,0.2255,0.113,0.1495,0.411,0.1465,0.2175,0.09,0.3485,0.291,0.405,0.592,0.6155,0.6235,0.1795,0.026,0.2005,0.585,0.496,0.669,0.064,0.091,0.104,0.2075,0.2975,0.131,0.064,0.21,0.15,0.103,0.205,0.779,0.176,0.2745,0.4545,0.4605,0.259,0.7305,0.608,0.431,0.245,0.0555,0.235,0.274
1980,0.011,0.058,0.2225,0.087,0.1905,0.3875,0.171,0.237,0.1845,0.082,0.275,0.3465,0.2685,0.1735,0.481,0.295,0.4225,0.554,0.3565,0.87,0.19,0.3715,0.1895,0.097,0.194,0.6675,0.154,0.269,0.134,0.1205,0.284,0.7765,0.513,0.8735,0.3375,0.5815,0.412,0.6855,0.9835,0.1925,0.6595,0.5245,0.168,0.105,0.1115,0.051,0.2015,0.124,0.2815,0.4905,0.151,0.274,0.0995,0.2995,0.1975,0.1805,0.466,0.573,0.4145,0.2095,0.0305,0.2145,0.3165,0.3325,0.323,0.1335,0.263,0.366,0.2015,0.4615,0.1485,0.123,0.286,0.2115,0.072,0.2745,0.969,0.238,0.2365,0.3715,0.546,0.332,0.881,0.742,0.4465,0.257,0.06,0.378,0.3425
1981,0.231,0.1985,0.4955,0.415,0.738,0.3495,0.0835,0.45,0.676,0.3,0.562,0.5865,0.3325,0.2385,0.5615,0.4245,0.6205,0.877,0.432,0.9635,0.351,0.3745,0.2915,0.1915,0.2185,0.7415,0.173,0.229,0.241,0.1315,0.2755,0.69,0.551,0.9745,0.3385,0.5795,0.3275,0.3815,0.782,0.4195,0.46,0.4825,0.1,0.175,0.2295,0.0405,0.2525,0.142,0.2565,0.5305,0.1615,0.242,0.1945,0.3395,0.195,0.203,0.4565,0.635,0.397,0.161,0.0345,0.192,0.311,0.3125,0.4155,0.081,0.294,0.4245,0.3465,0.4375,0.095,0.323,0.4175,0.25,0.034,0.2415,1.0675,0.2155,0.312,0.5295,0.566,0.427,0.7865,0.721,0.5805,0.324,0.076,0.4205,0.658
1982,0.295,0.2705,0.5095,0.417,0.934,0.259,0.052,0.5335,0.587,0.364,0.5645,0.696,0.253,0.191,0.7525,0.4235,0.4975,0.7895,0.67,1.1085,0.274,0.344,0.33,0.1425,0.221,0.9,0.211,0.28,0.221,0.0975,0.286,0.973,0.4195,0.8545,0.354,0.562,0.4005,0.6005,0.9285,0.4685,0.6015,0.4755,0.153,0.111,0.2125,0.067,0.151,0.111,0.1215,0.6785,0.1745,0.2695,0.262,0.3655,0.2765,0.318,0.4485,0.619,0.4175,0.124,0.026,0.2485,0.5745,0.6185,0.553,0.068,0.113,0.1805,0.121,0.472,0.084,0.106,0.472,0.174,0.026,0.223,0.702,0.1765,0.3145,0.45,0.5325,0.416,0.6415,0.592,0.341,0.259,0.058,0.288,0.375
1983,0.2125,0.145,0.5465,0.5085,0.7125,0.253,0.08,0.382,0.2815,0.465,0.1025,0.403,0.2015,0.101,0.5155,0.2515,0.4485,0.5575,0.433,0.5855,0.386,0.2895,0.149,0.113,0.0705,0.5225,0.099,0.193,0.066,0.1295,0.222,0.607,0.4285,0.7035,0.4105,0.4375,0.377,0.6185,0.7785,0.517,0.5035,0.5365,0.106,0.084,0.1835,0.0545,0.1395,0.0935,0.1015,0.306,0.128,0.206,0.2045,0.3055,0.286,0.308,0.2785,0.631,0.4425,0.1435,0.033,0.2565,0.4805,0.5285,0.657,0.068,0.064,0.375,0.1485,0.4755,0.0665,0.147,0.437,0.214,0.028,0.209,0.7705,0.2095,0.219,0.38,0.4115,0.2605,0.685,0.409,0.321,0.2235,0.055,0.289,0.538
1984,0.277,0.1895,0.516,0.4035,0.85,0.2265,NA,0.2885,0.2485,0.4635,0.266,0.855,0.3735,0.213,0.6795,0.6325,0.4365,0.9325,0.6685,1.044,0.347,0.3405,0.4005,0.1575,0.298,1.154,0.245,0.239,0.185,0.0865,0.3025,0.9495,0.4035,0.689,0.343,0.5325,0.3865,0.6885,0.917,0.24,0.551,0.433,0.281,0.112,0.2055,0.113,0.155,0.051,0.0415,0.67,0.169,0.327,0.2195,0.268,0.287,0.341,0.261,0.5105,0.408,0.1535,0.081,0.277,0.681,0.6365,0.5725,0.0675,0.187,0.418,0.0455,0.538,0.084,0.077,0.2965,0.17,0.09,0.274,1.1625,0.17,0.354,0.536,0.556,0.5635,0.899,0.7525,0.4385,0.401,0.063,0.401,0.326
1985,0.1095,0.093,0.4575,0.3095,0.5195,0.0935,NA,0.186,0.118,0.2475,0.1675,0.501,0.2145,0.185,0.9155,0.3635,0.506,0.772,0.663,1.002,0.276,0.3095,0.3875,0.107,0.239,1.2005,0.241,0.254,0.072,0.0755,0.2595,0.781,0.348,0.7415,0.3155,0.456,0.307,0.371,0.8365,0.184,0.4215,0.2965,0.279,0.07,0.2285,0.099,0.1175,0.0795,0.1055,0.6275,0.2125,0.314,0.226,0.3365,0.1525,0.247,0.168,0.2435,0.301,0.117,0.033,0.213,0.3155,0.266,0.3135,0.075,0.187,0.3835,0.1215,0.377,0.094,0.107,0.309,0.1225,0.042,0.3755,1.043,0.1335,0.2475,0.2315,0.5075,0.3865,0.861,0.4545,0.46,0.226,0.0425,0.228,0.581
1986,0.037,0.098,0.2545,0.1625,0.393,0.074,NA,0.1285,0.0495,0.091,0.055,0.8965,0.315,0.1915,0.7585,0.651,0.4715,0.7845,0.873,1.032,0.419,0.3845,0.476,0.2025,0.3115,1.728,0.354,0.397,0.169,0.0735,0.407,0.623,0.3185,0.424,0.2095,0.3,0.239,0.4185,0.415,0.141,0.2885,0.227,0.204,0.063,0.251,0.096,0.1715,0.0755,0.067,0.744,0.2175,0.239,0.248,0.2615,0.0575,0.205,0.154,0.321,0.379,0.0635,NA,0.108,0.386,0.2955,0.443,0.06,0.167,0.3105,0.0595,0.4205,0.043,0.096,0.2005,0.1935,0.028,0.2295,0.8615,0.165,0.2855,0.31,0.363,0.4395,0.5365,0.504,0.479,0.2415,0.045,0.324,0.3695
1987,0.026,0.0695,0.0525,0.055,0.119,NA,NA,0.156,0.038,0.052,0.1265,0.162,0.0775,0.15,0.367,0.162,0.286,0.336,0.393,0.765,0.213,0.128,0.204,0.068,0.108,0.696,0.157,0.056,0.088,0.0515,0.126,0.086,0.1725,0.1195,0.0565,0.0585,0.079,0.24,0.094,0.0455,0.0455,0.092,0.147,0.035,0.08,0.0755,0.0835,0.0745,0.0685,0.3035,0.2225,0.1995,0.2025,0.1625,0.042,0.13,0.05,0.19,0.1255,0.055,NA,0.111,0.152,0.1605,0.158,0.0585,0.09,0.187,0.077,0.191,0.0675,0.064,0.2405,0.15,0.021,0.183,0.3365,0.1595,0.1465,0.19,0.1995,0.1775,0.373,0.258,0.303,0.1005,0.0435,0.2775,0.426
1988,0.048,0.035,0.0515,0.0945,0,NA,NA,0.0635,0.04,0.059,0.0605,0.361,0.1845,0.1725,0.456,0.3055,0.2955,0.483,0.534,0.6745,0.147,0.193,0.227,0.12,0.307,0.712,0.199,0.159,0.152,0.0705,0.2595,0.208,0.225,0.3555,0.1925,0.2215,0.3175,0.3035,0.301,0.162,0.253,0.268,0.113,0.035,0.074,0.0775,0.07,0.075,0.047,0.5575,0.143,0.055,0.161,0.162,0.054,0.1205,0.182,0.2865,0.179,0.105,NA,0.0895,0.0995,0.1935,0.163,0.0765,0.214,0.316,0.1205,0.3275,0.04,0.197,0.2675,0.1185,0.021,0.1425,0.2545,0.1595,0.172,0.1275,0.2645,0.147,0.181,0.2295,0.2205,0.1045,0.038,0.2165,0.251
1989,0.0435,0.032,0.074,0.1225,0.37,NA,NA,0.1565,0.0385,0.067,0.221,0.4885,0.2275,0.12,0.327,0.2595,0.2325,0.522,0.4105,0.797,0.282,0.1145,0.1555,0.114,0.1555,0.68,0.184,0.113,0.115,0.081,0.1755,0.401,0.2585,0.503,0.208,0.2465,0.331,0.434,0.582,0.3825,0.4775,0.27,0.085,0.049,0.106,0.077,0.079,0.053,0.0395,0.418,0.1,0.068,0.0515,0.2065,0.111,0.144,0.2795,0.445,0.179,0.139,NA,0.165,0.1995,0.192,0.231,0.101,0.365,0.469,0.1885,0.4245,0.0635,0.155,0.375,0.271,0.065,0.283,0.2475,0.1695,0.1355,0.1705,0.2755,0.1305,0.221,0.3195,0.25,0.1005,NA,0.265,0.607
1990,0.0795,0.0575,0.0805,0.202,0.3635,NA,NA,0.1875,0.082,0.055,0.067,0.1765,0.0515,0.0615,0.206,0.1465,0.1975,0.295,0.2035,0.3665,0.099,0.052,0.098,0.0735,0.098,0.2355,0.14,0.03,0.025,0.077,0.0805,0.372,0.2915,0.3785,0.2215,0.3585,0.2445,0.646,0.5845,0.1815,0.585,0.435,0.07,0.035,0.1045,0.054,0.057,0.04,0.043,0.0785,0.0295,0.054,0.0365,0.0855,0.0475,0.1555,0.1105,0.309,0.2025,0.1545,NA,0.097,0.173,0.215,0.217,0.0805,0.107,0.2435,0.0715,0.431,0.0445,0.078,0.292,0.1615,0.024,0.1795,0.3435,0.1685,0.2315,0.2565,0.3565,0.266,0.5715,0.4865,0.251,0.1755,NA,0.4045,0.2605
1991,0.121,0.21,0.1135,0.153,0.6935,NA,NA,0.2155,0.084,0.089,0.4815,0.15,0.0325,0.057,0.133,0.0595,0.1785,0.5325,0.1105,0.575,0.068,0.104,0.0895,0.0265,0.042,0.164,0.073,0.026,0.022,NA,0.048,0.067,0.244,0.055,0.12,0.187,0.119,0.36,0.555,0.1165,0.3515,0.2785,0.049,0.042,0.1005,0.045,0.056,0.027,0.0435,0.077,0.145,0.0605,0.054,0.1095,0.1735,0.206,0.31,0.602,0.2685,0.0375,NA,0.031,0.29,0.1355,0.324,0.077,0.274,0.606,0.2265,0.621,0.0365,0.08,0.4845,0.246,0.065,0.376,0.3535,0.14,0.0915,0.1075,0.3305,0.134,0.4175,0.1475,0.1305,0.0995,NA,0.2505,0.6385
1992,0.1525,0.3365,0.261,0.1935,0.393,NA,NA,0.204,0.0805,0.0835,0.2855,0.083,0.0425,0.0515,0.0945,0.0675,0.183,0.0965,0.0925,0.202,0.071,0.1105,0.12,0.0345,0.0575,0.053,0.113,0.034,0.027,NA,0.1265,0.202,0.3235,0.307,0.182,0.2425,0.173,0.4095,0.4585,0.237,0.3265,0.267,0.056,0.049,0.081,0.057,0.0835,0.0325,0.045,0.09,0.1565,0.0955,0.0485,0.282,0.281,0.232,0.252,0.5505,0.413,0.0595,NA,0.1245,0.6935,0.391,0.4105,0.044,0.11,0.334,0.0665,0.5395,0.0585,0.107,0.3125,0.146,0.078,0.3735,0.954,0.221,0.2115,0.4165,0.5495,0.2695,0.657,0.404,0.306,0.132,NA,0.47,0.208
1993,0.1445,0.2155,0.2545,0.122,0.468,NA,NA,0.1615,0.0645,0.053,0.1195,0.2185,0.0695,0.0575,0.0735,0.09,0.1675,0.2185,0.0505,0.3545,0.042,0.122,0.114,0.044,0.046,0.128,0.257,0.139,0.041,NA,0.086,0.443,0.307,0.4705,0.2115,0.254,0.1855,0.3405,0.3325,0.183,0.723,0.2435,0.057,0.028,0.0985,0.0295,0.046,0.0385,0.0495,0.126,0.1425,0.1,0.07,0.136,0.1965,0.141,0.1535,0.398,0.2625,0.057,NA,0.0965,0.2685,0.189,0.305,0.0435,0.081,0.3225,0.1215,0.483,0.058,0.094,0.4985,0.168,0.05,0.4545,0.3765,0.1925,0.218,0.2295,0.4565,0.2665,0.386,0.286,0.2135,0.1925,NA,0.3265,0.311
1994,0.1095,0.2665,0.305,0.082,0.576,NA,NA,0.11,0.0555,0.0815,0.1245,0.1795,0.078,0.0505,0.226,0.1035,0.2435,0.283,0.1375,0.32,0.107,0.1415,0.12,0.0325,0.073,0.1205,0.15,0.149,0.025,NA,0.11,0.184,0.3135,0.428,0.245,0.2625,0.146,0.2205,0.281,0.138,0.442,0.332,0.043,0.035,0.108,0.051,0.0595,0.028,0.045,0.1435,0.14,0.098,0.0785,0.1465,0.063,0.107,0.0915,0.3135,0.19,0.0685,NA,0.097,0.356,0.2025,0.284,0.0665,0.06,0.1335,0.058,0.3505,NA,0.076,0.204,0.129,0.026,0.044,0.6495,0.205,0.181,0.201,0.331,0.2475,0.58,0.264,0.203,0.1695,NA,0.3715,0.1885
1995,0.112,0.2315,0.19,0.0535,0.514,NA,NA,0.02,0.074,0.0845,0.0915,0.2945,0.03,0.0675,0.1225,0.0975,0.349,0.27,0.132,0.4725,0.104,0.1155,0.137,0.0495,0.067,0.169,0.093,0.119,0.04,NA,0.0865,0.263,0.181,0.358,0.1515,0.23,0.1285,0.1515,0.2745,0.1005,0.4515,0.25,0.028,0.035,0.0605,0.0695,0.0475,0.04,0.0345,0.1125,0.135,0.0925,0.0685,0.106,0.063,0.1255,0.1785,0.3385,0.236,0.075,NA,0.1155,0.3085,0.264,0.3085,0.057,NA,0.2205,0.07,0.3065,NA,0.106,0.439,0.222,0.042,0.2125,0.403,0.135,0.115,0.203,0.295,0.226,0.4945,0.2735,0.1165,0.143,NA,0.4095,0.403
1996,0.085,0.139,0.132,0.0435,0.4135,NA,NA,0.1565,0.0325,NA,0.0725,0.5295,0.069,0.075,0.235,0.1845,0.2915,0.5905,0.138,0.5465,0.089,0.1075,0.1855,0.079,0.088,0.2315,0.072,0.022,0.032,NA,0.082,0.4295,0.1995,0.323,0.161,0.1805,0.06,0.3005,0.1915,0.074,0.364,0.2155,0.035,0.035,0.0755,NA,0.0625,0.047,0.0405,0.154,0.1155,0.1015,0.0685,0.0815,0.0255,0.1265,0.132,0.2605,0.177,0.054,NA,0.092,0.484,0.0955,0.255,0.049,NA,0.2325,0.122,0.46,NA,0.069,0.4485,0.105,0.057,0.271,0.626,0.145,0.1675,0.461,0.336,0.2465,0.6455,0.517,0.1965,0.0955,NA,0.4855,0.579
1997,0.0555,0.08,0.0945,0.095,0.355,NA,NA,0.1045,0.0405,NA,0.0585,0.2215,0.1635,0.055,0.2105,0.146,0.316,0.2525,0.233,0.469,0.114,0.132,0.2715,0.1295,0.1115,0.372,0.084,0.022,0.098,NA,0.118,0.178,0.163,0.1505,0.107,0.1355,0.099,0.205,0.1825,0.067,0.237,0.235,NA,0.035,0.0645,NA,0.0545,NA,0.043,0.099,0.133,0.1005,0.0755,0.078,0.0405,0.094,0.0975,0.297,0.1215,0.05,NA,0.0665,0.3525,0.0765,0.104,0.06,NA,0.1975,0.097,0.273,NA,0.054,0.335,0.123,0.034,0.155,0.4495,0.1665,0.235,0.35,0.3995,0.198,0.5455,0.404,0.191,0.092,NA,0.4565,0.2425
1998,NA,0.0715,0.0825,0.079,0.244,NA,NA,0.0695,NA,NA,0.083,0.2435,0.1945,0.082,0.169,0.181,0.2215,0.2395,0.2535,0.572,0.105,0.2015,0.3785,0.1165,0.1145,0.3665,0.143,0.06,0.089,NA,0.1765,0.0935,0.137,0.083,0.0845,0.0755,0.047,0.2055,0.1305,0.05,0.177,0.1875,NA,0.028,0.0475,NA,0.054,NA,0.0625,0.1785,0.133,0.069,0.056,0.0705,0.0465,0.071,0.1105,0.154,0.103,NA,NA,0.0605,0.2245,0.0765,0.126,0.05,NA,0.0555,0.0925,0.2685,NA,NA,0.2785,0.1135,NA,0.1325,0.2455,0.144,0.155,0.285,0.185,0.1915,0.3185,0.258,0.1485,0.064,NA,0.2535,0.2355
